event_id,dm,RA,Dec,is_in_DESI,DMhalo,DMISM,DM_Cosm,z
5765,701.9937133789 pc / cm3,296.4178759173,32.4131093941,False,40.0 pc / cm3,295.20952467467714 pc / cm3,366.78418870422286 pc / cm3,0.3041166399878129
5766,359.0843505859 pc / cm3,179.044437221,61.7697412707,True,40.0 pc / cm3,32.976198409032875 pc / cm3,286.1081521768671 pc / cm3,0.21513489934323843
5767,73.5961151123 pc / cm3,269.2712351822,52.9019477555,True,40.0 pc / cm3,48.62590673999306 pc / cm3,0,
5768,2073.2268066406 pc / cm3,233.301292495,29.4372995638,True,40.0 pc / cm3,27.324508337281276 pc / cm3,2005.9022983033187 pc / cm3,2.0454606830931388
5769,650.6381835938 pc / cm3,195.043983334,79.4436827992,True,40.0 pc / cm3,41.50952693577772 pc / cm3,569.1286566580224 pc / cm3,0.5215850449635027
5770,666.0043945312 pc / cm3,201.7180311379,32.4560302035,True,40.0 pc / cm3,22.54125971261422 pc / cm3,603.4631348185858 pc / cm3,0.5580016300345859
5771,975.7551269531 pc / cm3,254.3621011871,22.1942137412,True,40.0 pc / cm3,46.359079988513436 pc / cm3,889.3960469645865 pc / cm3,0.8592569251213583
5772,936.5308227539 pc / cm3,114.0181732255,82.6837957539,True,40.0 pc / cm3,53.029577668531765 pc / cm3,843.5012450853683 pc / cm3,0.8110097024569399
5773,271.7395019531 pc / cm3,1.2460625561,48.53955644,False,40.0 pc / cm3,98.96091563634876 pc / cm3,132.77858631675122 pc / cm3,0.039131789008493685
5774,1120.9255371094 pc / cm3,221.7250986914,10.915463298,True,40.0 pc / cm3,24.78745113605802 pc / cm3,1056.138085973342 pc / cm3,1.03465485322244
5775,341.2918701172 pc / cm3,249.1761709636,48.4265499302,True,40.0 pc / cm3,37.87090347137218 pc / cm3,263.42096664582783 pc / cm3,0.18975057021620023
5776,1107.5811767578 pc / cm3,265.0141554597,59.5528555517,True,40.0 pc / cm3,45.20450540180523 pc / cm3,1022.3766713559947 pc / cm3,0.999125857308371
5777,369.1936950684 pc / cm3,32.8915406455,65.1371899533,False,40.0 pc / cm3,171.19421067439137 pc / cm3,157.99948439400865 pc / cm3,0.06892574571309035
5778,188.8427886963 pc / cm3,158.8250749829,7.3210708346,True,40.0 pc / cm3,35.741572112550905 pc / cm3,113.1012165837491 pc / cm3,0.015586619618955074
5779,57.0167732239 pc / cm3,204.1461474086,15.2678830046,True,40.0 pc / cm3,23.38280985312393 pc / cm3,0,
5780,723.0211791992 pc / cm3,137.8423230039,47.0680417201,True,40.0 pc / cm3,41.01645782362391 pc / cm3,642.0047213755761 pc / cm3,0.598781223699331
5781,302.8763427734 pc / cm3,294.724663975,12.1926553872,False,40.0 pc / cm3,339.9028703710706 pc / cm3,0,
5782,814.8141479492 pc / cm3,225.9449735541,67.9879212387,True,40.0 pc / cm3,36.150626136388354 pc / cm3,738.6635218128116 pc / cm3,0.7007269000470058
5783,357.4668579102 pc / cm3,332.8890945374,45.5389270221,False,40.0 pc / cm3,144.42694443174912 pc / cm3,173.0399134784509 pc / cm3,0.08650671543130463
5784,338.0568847656 pc / cm3,125.8210587702,64.336847758,True,40.0 pc / cm3,47.15599178997168 pc / cm3,250.90089297562832 pc / cm3,0.17566142474350138
5785,1355.0582275391 pc / cm3,190.4771147439,70.4411874693,True,40.0 pc / cm3,35.76672597596661 pc / cm3,1279.2915015631334 pc / cm3,1.2693386978786099
5786,690.6712646484 pc / cm3,257.7587578132,8.0766818982,True,40.0 pc / cm3,67.92344428346267 pc / cm3,582.7478203649373 pc / cm3,0.5360412480601762
5787,349.3793640137 pc / cm3,191.9057336356,64.3023856404,True,40.0 pc / cm3,33.09940414789941 pc / cm3,276.2799598658006 pc / cm3,0.20416052676973923
5788,693.5018920898 pc / cm3,159.3888616505,18.7187264341,True,40.0 pc / cm3,33.220322247630335 pc / cm3,620.2815698421697 pc / cm3,0.5758082977469104
5789,814.8141479492 pc / cm3,125.8439174376,74.6312136873,True,40.0 pc / cm3,48.44767301808194 pc / cm3,726.3664749311181 pc / cm3,0.6877764559060269
5790,602.5176391602 pc / cm3,359.2289662691,22.3467119461,True,40.0 pc / cm3,40.96400715837014 pc / cm3,521.5536320018299 pc / cm3,0.47095218754036916
5791,384.5599365234 pc / cm3,276.0242423655,63.4069387819,True,40.0 pc / cm3,51.95754022440293 pc / cm3,292.60239629899706 pc / cm3,0.22236867341800876
5792,401.1392822266 pc / cm3,185.0807780325,6.6152274511,True,40.0 pc / cm3,29.10468597590682 pc / cm3,332.0345962506932 pc / cm3,0.2660108257223067
5793,615.8619995117 pc / cm3,132.4355005672,34.8019243341,True,40.0 pc / cm3,45.32836141848232 pc / cm3,530.5336380932176 pc / cm3,0.48052683764293885
5794,689.0537719727 pc / cm3,204.7160421073,61.8747986544,True,40.0 pc / cm3,32.29608672213075 pc / cm3,616.7576852505692 pc / cm3,0.572078922213667
5795,80.8748550415 pc / cm3,177.0776777212,29.2316414716,True,40.0 pc / cm3,20.069340206575827 pc / cm3,20.80551483492417 pc / cm3,
5796,689.0327148438 pc / cm3,181.9423064747,27.9795944625,True,40.0 pc / cm3,19.886245921262844 pc / cm3,629.1464689225372 pc / cm3,0.5851866507879863
5797,19.0055904388 pc / cm3,222.4850306671,78.9661467146,True,40.0 pc / cm3,42.07074550034687 pc / cm3,0,
5798,298.8325805664 pc / cm3,148.4602005554,47.7384960439,True,40.0 pc / cm3,36.56070372857819 pc / cm3,222.27187683782182 pc / cm3,0.14320693466418896
5799,222.8102264404 pc / cm3,29.5611922392,29.2515159436,True,40.0 pc / cm3,50.453339233001806 pc / cm3,132.3568872073982 pc / cm3,0.03863007189147519
5800,899.7327270508 pc / cm3,290.9222211401,37.7243047009,False,40.0 pc / cm3,133.1460324922826 pc / cm3,726.5866945585174 pc / cm3,0.6880084157317683
5801,1279.8446044922 pc / cm3,103.8029383598,63.0042762528,True,40.0 pc / cm3,62.02060121935125 pc / cm3,1177.8240032728488 pc / cm3,1.1626120781404532
5802,752.1361694336 pc / cm3,152.6949218721,31.0931831035,True,40.0 pc / cm3,34.88880487903558 pc / cm3,677.2473645545645 pc / cm3,0.6359966931348728
5803,904.5852661133 pc / cm3,335.2294032427,54.8286663604,False,40.0 pc / cm3,237.64331251434336 pc / cm3,626.9419535989566 pc / cm3,0.5828549072264414
5804,962.0064086914 pc / cm3,270.4995891234,27.1746242757,True,40.0 pc / cm3,69.44533507971457 pc / cm3,852.5610736116854 pc / cm3,0.8205341898717973
5805,218.3621063232 pc / cm3,261.8040325228,17.3572678817,True,40.0 pc / cm3,62.76085501926083 pc / cm3,115.60125130393918 pc / cm3,0.01859367266666995
5806,179.542175293 pc / cm3,255.7083214206,39.9889548093,True,40.0 pc / cm3,41.14515760723575 pc / cm3,98.39701768576427 pc / cm3,
5807,1165.4066162109 pc / cm3,229.5452730127,28.0024525132,True,40.0 pc / cm3,23.711720723434805 pc / cm3,1101.6948954874651 pc / cm3,1.082570093101763
5808,177.5203094482 pc / cm3,50.0306269707,48.26398748,False,40.0 pc / cm3,132.1926286461065 pc / cm3,5.327680802093511 pc / cm3,
5809,391.4342956543 pc / cm3,332.8890945374,72.0505484095,False,40.0 pc / cm3,102.70057821261179 pc / cm3,248.7337174416882 pc / cm3,0.17321648979956544
5810,774.7811279297 pc / cm3,115.2414121119,37.3407216446,True,40.0 pc / cm3,62.888778648954606 pc / cm3,671.8923492807454 pc / cm3,0.6303457993557897
5811,472.3091430664 pc / cm3,155.7974750328,62.2749278508,True,40.0 pc / cm3,36.68304076180275 pc / cm3,395.6261023045972 pc / cm3,0.3355288377749662
5812,616.266418457 pc / cm3,269.5629744098,83.5623891209,False,40.0 pc / cm3,51.52212566446169 pc / cm3,524.7442927925383 pc / cm3,0.47435513333800733
5813,1502.2503662109 pc / cm3,171.0461079452,37.3266905934,True,40.0 pc / cm3,22.24759095310396 pc / cm3,1440.002775257796 pc / cm3,1.4387952872158298
5814,446.4291992188 pc / cm3,133.4699772571,55.6402269724,True,40.0 pc / cm3,43.10848233325509 pc / cm3,363.3207168855449 pc / cm3,0.3003320002082034
5815,431.8717346191 pc / cm3,136.3859222409,26.2729204526,True,40.0 pc / cm3,43.54318813963565 pc / cm3,348.3285464794643 pc / cm3,0.2839163704247122
5816,423.7842407227 pc / cm3,117.7081269444,8.1853977372,True,40.0 pc / cm3,81.03160698526897 pc / cm3,302.75263373743104 pc / cm3,0.23364745070628332
5817,412.8661193848 pc / cm3,173.1748462639,11.7120018124,True,40.0 pc / cm3,30.036493022250593 pc / cm3,342.82962636254945 pc / cm3,0.2778813135090651
5818,1937.7614746094 pc / cm3,98.1819760621,46.9573236893,True,40.0 pc / cm3,85.09239839177262 pc / cm3,1812.6690762176274 pc / cm3,1.8359626362389374
5819,620.7144775391 pc / cm3,195.550395667,21.389146596,True,40.0 pc / cm3,22.533100024440433 pc / cm3,558.1813775146596 pc / cm3,0.5099533871865745
5820,733.9393310547 pc / cm3,216.0255536754,34.1019037094,True,40.0 pc / cm3,22.070900062068482 pc / cm3,671.8684309926315 pc / cm3,0.6303205566829159
5821,215.1271057129 pc / cm3,158.9410466253,19.9570109489,True,40.0 pc / cm3,33.22173971500686 pc / cm3,141.90536599789314 pc / cm3,0.049960992349288275
5822,192.8865203857 pc / cm3,118.4267265486,68.7329473368,True,40.0 pc / cm3,50.835390049993386 pc / cm3,102.05113033570663 pc / cm3,0.0022382711125139404
5823,1162.9803466797 pc / cm3,132.8923968363,32.4944667895,True,40.0 pc / cm3,45.22770453648092 pc / cm3,1077.7526421432192 pc / cm3,1.0573913364250853
5824,672.4744262695 pc / cm3,183.0581120819,81.2766416998,True,40.0 pc / cm3,43.39376695698342 pc / cm3,589.0806593125166 pc / cm3,0.5427581785347294
5825,359.4887390137 pc / cm3,242.255592429,42.2675336728,True,40.0 pc / cm3,32.42748575738766 pc / cm3,287.06125325631234 pc / cm3,0.21619740932739395
5826,1397.1131591797 pc / cm3,328.0629124474,48.9394006378,False,40.0 pc / cm3,221.11795545915803 pc / cm3,1135.995203720542 pc / cm3,1.1186347916359731
5827,218.7664794922 pc / cm3,164.0309969961,80.8625205443,True,40.0 pc / cm3,44.328526877693214 pc / cm3,134.4379526145068 pc / cm3,0.0411048435005688
5828,695.9281005859 pc / cm3,17.9163312277,61.0370653885,False,40.0 pc / cm3,183.84434974043137 pc / cm3,472.0837508454686 pc / cm3,0.4180343533179484
5829,817.2404174805 pc / cm3,197.7185557567,18.9446006611,True,40.0 pc / cm3,24.13599382307692 pc / cm3,753.1044236574231 pc / cm3,0.7159298616683003
5830,406.3961486816 pc / cm3,185.324065655,12.1869041551,True,40.0 pc / cm3,27.207305014257 pc / cm3,339.188843667343 pc / cm3,0.27388126321687123
5831,573.8070678711 pc / cm3,239.0602901336,17.3664076276,True,40.0 pc / cm3,30.720546590586203 pc / cm3,503.0865212805138 pc / cm3,0.4512336162162906
5832,447.6423034668 pc / cm3,135.2100016009,23.7141912936,True,40.0 pc / cm3,44.83150213502171 pc / cm3,362.8108013317783 pc / cm3,0.29977456303773664
5833,328.3518981934 pc / cm3,273.1002059527,6.944618004,False,40.0 pc / cm3,162.58567105267144 pc / cm3,125.76622714072857 pc / cm3,0.03077282306128355
5834,881.9403076172 pc / cm3,317.9809543083,48.2413953799,False,40.0 pc / cm3,289.4782663524995 pc / cm3,552.4620412647005 pc / cm3,0.5038721756696762
5835,376.8768310547 pc / cm3,153.3622049205,46.2991745507,True,40.0 pc / cm3,34.87501798874121 pc / cm3,302.0018130659588 pc / cm3,0.23281426556612728
5836,309.3463134766 pc / cm3,23.9016874931,75.5191382996,False,40.0 pc / cm3,101.6157009969987 pc / cm3,167.73061247960132 pc / cm3,0.08031564535150887
5837,771.546081543 pc / cm3,131.6807184746,3.4303907693,True,40.0 pc / cm3,56.71459993632675 pc / cm3,674.8314816066733 pc / cm3,0.6334474859947586
5838,380.1118164062 pc / cm3,235.787741038,71.6130489512,True,40.0 pc / cm3,39.14878145896765 pc / cm3,300.96303494723236 pc / cm3,0.23166124308336145
5839,273.7613830566 pc / cm3,17.2220692341,25.4176681251,True,40.0 pc / cm3,43.3588053066817 pc / cm3,190.4025777499183 pc / cm3,0.10664399989322221
5840,1531.3653564453 pc / cm3,105.7273038284,35.7013036141,True,40.0 pc / cm3,82.48288168702474 pc / cm3,1408.8824747582753 pc / cm3,1.4059235327535369
5841,629.2063598633 pc / cm3,271.0549854021,-4.8668340325,False,40.0 pc / cm3,260.88544497958844 pc / cm3,328.32091488371157 pc / cm3,0.2619199174140305
5842,441.5766906738 pc / cm3,305.6493488519,42.8100740548,False,40.0 pc / cm3,273.2693392302596 pc / cm3,128.30735144354037 pc / cm3,0.0338058881213468
5843,412.8661193848 pc / cm3,144.282391786,79.7042742978,True,40.0 pc / cm3,46.03700212371261 pc / cm3,326.8291172610874 pc / cm3,0.2602755184126846
5844,941.3833007812 pc / cm3,274.9206052034,47.446669266,True,40.0 pc / cm3,56.30010562195074 pc / cm3,845.0831951592493 pc / cm3,0.8126728124926702
5845,749.3055419922 pc / cm3,135.5169734544,64.1875853269,True,40.0 pc / cm3,43.006287265976816 pc / cm3,666.2992547262232 pc / cm3,0.624442266786137
5846,1004.061340332 pc / cm3,252.5188745804,23.7141912936,True,40.0 pc / cm3,42.671071598913926 pc / cm3,921.390268733086 pc / cm3,0.892893427410258
5847,671.6656494141 pc / cm3,152.006329122,37.7243047009,True,40.0 pc / cm3,35.14286194316519 pc / cm3,596.5227874709349 pc / cm3,0.5506477265428755
5848,199.3565216064 pc / cm3,147.7394015642,55.1724260703,True,40.0 pc / cm3,37.48534391277957 pc / cm3,121.87117769362044 pc / cm3,0.026114823154653594
5849,613.0313720703 pc / cm3,271.9339328241,67.9315809324,True,40.0 pc / cm3,49.21018454290527 pc / cm3,523.8211875273947 pc / cm3,0.47337072589673096
5850,145.1703643799 pc / cm3,176.9467481841,81.5856703602,True,40.0 pc / cm3,43.94650070142223 pc / cm3,61.22386367847778 pc / cm3,
5851,368.7893371582 pc / cm3,335.0682226526,76.7993823631,False,40.0 pc / cm3,83.43675856798369 pc / cm3,245.3525785902163 pc / cm3,0.16939826767089314
5852,237.772064209 pc / cm3,14.2838210021,34.8980904173,False,40.0 pc / cm3,53.991285911364905 pc / cm3,143.7807782976351 pc / cm3,0.05217939223111452
5853,246.2639312744 pc / cm3,165.807782335,61.8874532387,True,40.0 pc / cm3,34.671120543405756 pc / cm3,171.59281073099424 pc / cm3,0.084820869054935
5854,454.5166931152 pc / cm3,139.2233003717,56.2745275985,True,40.0 pc / cm3,40.59482249894104 pc / cm3,373.92187061625896 pc / cm3,0.3119074568854827
5855,363.9368286133 pc / cm3,174.0467825445,72.0725273735,True,40.0 pc / cm3,37.62846499582684 pc / cm3,286.30836361747316 pc / cm3,0.21535811875545186
5856,2248.3210449219 pc / cm3,144.3269614803,83.2466815909,True,40.0 pc / cm3,48.37416274215532 pc / cm3,2159.9468821797445 pc / cm3,2.214734534979019
5857,237.772064209 pc / cm3,263.7890183583,54.8576312491,True,40.0 pc / cm3,44.66790835479713 pc / cm3,153.10415585420287 pc / cm3,0.06317443336675585
5858,478.3747558594 pc / cm3,126.7696883931,44.6630346679,True,40.0 pc / cm3,48.09832867554242 pc / cm3,390.2764271838576 pc / cm3,0.3297159129080576
5859,792.9779663086 pc / cm3,236.993103981,2.4769053542,True,40.0 pc / cm3,37.534756956211595 pc / cm3,715.4432093523884 pc / cm3,0.6762689512128707
5860,427.423614502 pc / cm3,278.8083493473,27.4993304096,False,40.0 pc / cm3,98.09283859630892 pc / cm3,289.3307759056911 pc / cm3,0.21872623882150474
5861,166.6022033691 pc / cm3,21.8323203854,43.180826293,False,40.0 pc / cm3,74.60158192414042 pc / cm3,52.00062144495959 pc / cm3,
5862,1950.7015380859 pc / cm3,145.6759939358,2.1153006439,True,40.0 pc / cm3,43.96584786085331 pc / cm3,1866.7356902250467 pc / cm3,1.8942892969977039
5863,690.6712646484 pc / cm3,156.0824620479,77.6357965139,True,40.0 pc / cm3,43.01235700954173 pc / cm3,607.6589076388583 pc / cm3,0.5624457475131697
5864,1283.0795898438 pc / cm3,3.5156387459,52.9334263561,False,40.0 pc / cm3,128.58897209152352 pc / cm3,1114.4906177522764 pc / cm3,1.0960247280397564
5865,291.1494750977 pc / cm3,174.3255036789,28.7315457211,True,40.0 pc / cm3,20.250362778989004 pc / cm3,230.89911231871102 pc / cm3,0.15302351733436373
5866,276.9963684082 pc / cm3,249.3852030672,8.209334521,True,40.0 pc / cm3,48.70073050476617 pc / cm3,188.29563790343383 pc / cm3,0.10420897785391454
5867,1292.3801269531 pc / cm3,113.0681177522,12.3674260825,False,40.0 pc / cm3,90.62272362558917 pc / cm3,1161.757403327511 pc / cm3,1.1457200368103257
5868,1052.9906005859 pc / cm3,149.4585596675,21.2049018766,True,40.0 pc / cm3,36.80780763930186 pc / cm3,976.1827929465982 pc / cm3,0.9505165499415772
5869,224.8320922852 pc / cm3,131.9658497123,63.3653695498,True,40.0 pc / cm3,44.298429498146525 pc / cm3,140.53366278705346 pc / cm3,0.048336964660201515
5870,703.6112060547 pc / cm3,104.0509568317,40.0777891563,True,40.0 pc / cm3,81.2220288063829 pc / cm3,582.3891772483171 pc / cm3,0.5356607575501126
5871,512.7465820312 pc / cm3,127.4653252603,56.8091858082,True,40.0 pc / cm3,46.21379290032932 pc / cm3,426.53278913087064 pc / cm3,0.36900201713239117
5872,45.2899169922 pc / cm3,282.3871095022,45.4575447255,True,40.0 pc / cm3,70.66092845895878 pc / cm3,0,
5873,222.8102264404 pc / cm3,255.061635565,15.9805794718,True,40.0 pc / cm3,52.14406915420493 pc / cm3,130.66615728619507 pc / cm3,0.03661729666237874
5874,534.9871826172 pc / cm3,265.4297307061,65.1471537724,True,40.0 pc / cm3,45.73348510033026 pc / cm3,449.25369751686975 pc / cm3,0.39350059661320386
5875,354.2318725586 pc / cm3,219.025133209,79.8274749173,True,40.0 pc / cm3,42.50909185525566 pc / cm3,271.72278070334437 pc / cm3,0.1990604944578395
5876,411.248626709 pc / cm3,248.8860101273,40.7873188866,True,40.0 pc / cm3,36.52067305763589 pc / cm3,334.72795365136415 pc / cm3,0.26897541621952326
5877,674.9006347656 pc / cm3,174.5019247516,26.1125887083,True,40.0 pc / cm3,21.971871396182593 pc / cm3,612.9287633694174 pc / cm3,0.5680257970607865
5878,29.1149482727 pc / cm3,265.9947792927,63.1125425939,True,40.0 pc / cm3,45.84992151650875 pc / cm3,0,
5879,393.0517883301 pc / cm3,139.5454957818,5.0454402834,True,40.0 pc / cm3,47.27423959117868 pc / cm3,305.7775487389213 pc / cm3,0.23700243396480158
5880,729.4912109375 pc / cm3,96.4032251314,28.8064054873,False,40.0 pc / cm3,127.67514960098322 pc / cm3,561.8160613365168 pc / cm3,0.513816482546236
5881,559.2496337891 pc / cm3,121.8223031277,55.9978136883,True,40.0 pc / cm3,49.77500878125145 pc / cm3,469.47462500784854 pc / cm3,0.4152344252852257
5882,313.390045166 pc / cm3,143.4952838501,80.7560106125,True,40.0 pc / cm3,46.849304097019775 pc / cm3,226.54074106898022 pc / cm3,0.14806839171933023
5883,485.2491149902 pc / cm3,214.0015602856,55.6393993853,True,40.0 pc / cm3,31.19442048007469 pc / cm3,414.0546945101253 pc / cm3,0.3555094654099257
5884,1756.6018066406 pc / cm3,227.5907786201,15.9725208892,True,40.0 pc / cm3,24.80540641818069 pc / cm3,1691.7964002224194 pc / cm3,1.7062924982347543
5885,297.6194763184 pc / cm3,133.0348686519,29.9894835094,True,40.0 pc / cm3,45.51180231157169 pc / cm3,212.10767400682832 pc / cm3,0.13159856866828995
5886,952.3013916016 pc / cm3,188.2053631944,43.5832262441,True,40.0 pc / cm3,22.123577121479258 pc / cm3,890.1778144801208 pc / cm3,0.8600787701882152
5887,554.8015136719 pc / cm3,201.9423180029,56.8147300707,True,40.0 pc / cm3,30.769309409064277 pc / cm3,484.03220426283576 pc / cm3,0.43084441257429157
5888,1188.4559326172 pc / cm3,267.9521888245,34.8910753502,True,40.0 pc / cm3,56.03916585097841 pc / cm3,1092.4167667662216 pc / cm3,1.0728134319345541
5889,189.2471618652 pc / cm3,193.9182468712,50.5203175505,True,40.0 pc / cm3,28.10692110760653 pc / cm3,121.14024075759349 pc / cm3,0.0252395021347014
5890,539.0308837891 pc / cm3,271.5663863347,83.7495376269,False,40.0 pc / cm3,51.92586197725295 pc / cm3,447.10502181184705 pc / cm3,0.3911874558348511
5891,1016.192565918 pc / cm3,100.6582908727,25.813892388,False,40.0 pc / cm3,115.83936097726152 pc / cm3,860.3532049407385 pc / cm3,0.8287257435734198
5892,395.8824157715 pc / cm3,43.3774525669,62.2749278508,False,40.0 pc / cm3,170.87238958146915 pc / cm3,185.01002619003086 pc / cm3,0.10040708464125468
5893,1428.2498779297 pc / cm3,216.3603668014,12.6510002608,True,40.0 pc / cm3,23.359343075325228 pc / cm3,1364.890534854375 pc / cm3,1.3595083166940034
5894,600.0914306641 pc / cm3,154.9878322993,19.6112406367,True,40.0 pc / cm3,34.77707733816102 pc / cm3,525.314353325939 pc / cm3,0.4749630044001175
5895,538.6265258789 pc / cm3,176.0552393118,67.1524027029,True,40.0 pc / cm3,35.166515108390904 pc / cm3,463.4600107705091 pc / cm3,0.40877621923511614
5896,1256.7952880859 pc / cm3,276.0242423655,28.8140718953,True,40.0 pc / cm3,82.33916657003573 pc / cm3,1134.4561215158642 pc / cm3,1.1170166440564273
5897,54.1861534119 pc / cm3,271.5663863347,61.0985302593,True,40.0 pc / cm3,49.11414460980871 pc / cm3,0,
5898,216.7446136475 pc / cm3,236.1230836779,14.5555744951,True,40.0 pc / cm3,29.711341154795903 pc / cm3,147.0332724927041 pc / cm3,0.056021330249186214
